transaction_id,time,account_id,provider_id,amount_bdt,type,status,customer_phone,counterparty_account,description,channel,fee_bdt,commission_bdt,agent_name
154115f7-a743-45b4-8622-520b5ea73b71,2026-04-20 02:51:38,ece67e51-f14f-4c28-99b8-dad30b2842fa,d434c15c-027e-4cf1-b07a-4ec66fb3b22d,19754.27,send_money,completed,01966949781,CP-823846,Send Money at Sultana Mobile Corner,agent_device,296.31,0.0,Sultana Mobile Corner
54bdef40-7cb3-4f90-860d-d02da0ed5d5c,2026-04-20 05:36:30,6e030a6d-254c-4dbb-8718-14a14c2c31e5,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,3664.95,payment,reversed,01931473054,CP-132653,Payment at Fatema Electronics,app,0.0,0.0,Fatema Electronics
22a16d39-ce81-4d37-b1fb-7835b04fae46,2026-04-20 12:44:33,7b67f0dc-7c35-459d-bc5a-999d4ed392be,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,3557.02,cash_in,pending,01837133023,,Cash In at Kamrul General Store,app,0.0,17.79,Kamrul General Store
74e0f803-90a4-49ee-a7be-8a92c62fc3cb,2026-04-21 02:21:42,03e47a62-2b2e-4893-9842-b902b5709eeb,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,26072.11,cash_out,completed,01344917589,,Cash Out at Hasan Mobile Recharge,ivr,391.08,0.0,Hasan Mobile Recharge
e804b8cc-9bc8-4ba3-8156-714032ad7d8f,2026-04-21 05:14:09,78c00905-89e3-40b0-96bd-63e41fb5c19a,d434c15c-027e-4cf1-b07a-4ec66fb3b22d,28124.62,cash_in,completed,01890010790,,Cash In at Jahangir Electronics,app,0.0,140.62,Jahangir Electronics
810f74af-5f10-4af2-873e-8ae4b7758a96,2026-04-21 16:34:46,510059ad-2c3d-4ae3-97d6-0568f2ec8f16,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,2340.43,top_up,completed,01588295121,,Top Up at Hasan Mobile Recharge,agent_device,0.0,0.0,Hasan Mobile Recharge
bc5e9b88-ac2a-4a74-beda-269df7a0650a,2026-04-21 17:10:15,70d02322-9e19-4771-8852-821f14f61a21,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,13590.7,cash_in,completed,01759470729,,Cash In at Tasnim Cyber Cafe,agent_device,0.0,67.95,Tasnim Cyber Cafe
6fd86ce6-ffa8-413c-823a-218d16ed2325,2026-04-21 18:39:33,37533a39-8179-4633-a229-e4cf4d5d6536,d434c15c-027e-4cf1-b07a-4ec66fb3b22d,8096.49,payment,completed,01578886959,CP-535604,Payment at Kamrul General Store,ivr,0.0,0.0,Kamrul General Store
32a39f0b-2619-42e2-bc5e-24ffef162586,2026-04-21 19:19:08,8b085a44-5f70-49cc-90d0-a11b4b1e674c,d434c15c-027e-4cf1-b07a-4ec66fb3b22d,21877.89,cash_in,failed,01960015814,,Cash In at Khaleda General Store,app,0.0,109.39,Khaleda General Store
b53748f1-b9e3-4797-8b95-61f140a685c2,2026-04-22 16:13:41,2a346c70-5f5a-4099-b083-8d785f8df72a,d434c15c-027e-4cf1-b07a-4ec66fb3b22d,2414.78,bill_payment,failed,01510695441,,Bill Payment at Shireen Mobile Shop,app,0.0,0.0,Shireen Mobile Shop
195a2ca9-9a1a-42a9-a03a-ae197804bbc2,2026-04-23 08:06:58,44c4f793-d676-4d33-bcde-2681a1b4f7ee,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,829.6,top_up,completed,01880659726,,Top Up at Rahim Store,agent_device,0.0,0.0,Rahim Store
fb36ef0a-7ac3-40cd-9188-6972dd6c46ef,2026-04-23 13:35:57,dfca2d15-bd4f-42d6-bbaa-1f9b7be3f64c,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,3357.0,bill_payment,completed,01992232236,,Bill Payment at Rafiq Cash & Carry,ussd,0.0,0.0,Rafiq Cash & Carry
fc7bf3fa-33ef-4b6b-b526-cda4803abcb6,2026-04-23 17:08:30,fa40c4ce-7441-4e06-8a38-cd7d70f25c95,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,3006.36,bill_payment,pending,01951395350,,Bill Payment at Nusrat Digital Center,ussd,0.0,0.0,Nusrat Digital Center
1ee63469-c291-4963-9aa4-9339b65e1f3d,2026-04-23 17:50:02,44c4f793-d676-4d33-bcde-2681a1b4f7ee,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,9383.96,cash_out,completed,01566348030,,Cash Out at Rahim Store,ivr,140.76,0.0,Rahim Store
7e913477-9316-4312-bf50-cdd179a2eaa9,2026-04-24 11:11:07,6c48bc88-c7ca-4d0e-91ef-de13d8885718,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,2025.99,top_up,completed,01939888974,,Top Up at Nusrat Digital Center,ussd,0.0,0.0,Nusrat Digital Center
9a078df0-01dc-48da-bbf9-fdc458368491,2026-04-25 02:46:57,cbc3854f-22d6-4ac7-8db1-e1cdc23ce653,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,463.41,bill_payment,completed,01979438885,,Bill Payment at Sultana Mobile Corner,agent_device,0.0,0.0,Sultana Mobile Corner
52fc35e3-2a5c-4430-9626-c57c1b09fb3d,2026-04-25 04:55:30,cb2bff05-baa3-4513-8991-91b5f37d6f92,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,1726.77,top_up,completed,01723383077,,Top Up at Karim Telecom,ivr,0.0,0.0,Karim Telecom
389d5a67-3046-44b0-a38e-41a2f14ec241,2026-04-25 09:47:28,bf7c9de4-b6c1-49c7-b28e-78e6cbeb5b27,d434c15c-027e-4cf1-b07a-4ec66fb3b22d,3234.99,top_up,completed,01568065043,,Top Up at Nusrat Digital Center,ussd,0.0,0.0,Nusrat Digital Center
6c2e9746-fd17-402b-a70f-15f576f2b27b,2026-04-25 10:33:26,436d7d14-68b4-467d-80d1-d7e3123c3251,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,3763.32,payment,completed,01859070856,CP-891638,Payment at Rahim Store,app,0.0,0.0,Rahim Store
c34c1549-14d8-4a1a-bc67-f54932ac2489,2026-04-26 07:18:01,f8c80d07-4b43-4d21-a9d5-dbe89b0b0d38,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,16904.12,send_money,completed,01882446804,CP-975686,Send Money at Rafiq Cash & Carry,ussd,253.56,0.0,Rafiq Cash & Carry
18f67bfa-2e92-414c-a415-fb9f38c438e3,2026-04-27 03:59:23,111ab04b-46e1-4e9d-ab1e-ba4b8809ddc7,d434c15c-027e-4cf1-b07a-4ec66fb3b22d,18270.77,cash_out,reversed,01920113745,,Cash Out at Imran Communication,app,274.06,0.0,Imran Communication
cf5e4388-5f39-4532-8ed4-09522aaf70b4,2026-04-27 15:36:37,544165d5-3099-4aad-a789-de405e2a67c0,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,12606.13,cash_out,reversed,01873297813,,Cash Out at Parveen General Store,ussd,189.09,0.0,Parveen General Store
5c908849-f1b5-49d3-ad90-de85962fa352,2026-04-28 17:24:25,dfca2d15-bd4f-42d6-bbaa-1f9b7be3f64c,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,3722.66,top_up,completed,01855147280,,Top Up at Rafiq Cash & Carry,ivr,0.0,0.0,Rafiq Cash & Carry
caefaf47-d8f5-4587-ad5d-52473157e1f3,2026-04-28 22:08:57,da80f36a-d9a2-48de-a59c-8b46283b2973,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,2265.02,top_up,failed,01588268756,,Top Up at Alamgir Cash Center,ivr,0.0,0.0,Alamgir Cash Center
038ee779-1f26-486f-87f3-75b5ec09cc99,2026-04-29 04:22:17,093c9163-cf98-4187-b3f9-a6575c06a885,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,3032.53,payment,reversed,01358469365,CP-363926,Payment at Lipi Telecom,app,0.0,0.0,Lipi Telecom
bae936d7-9d49-4a2f-8c76-3305ca5bb8a3,2026-04-29 15:14:36,a056eb95-f011-4d15-9c0d-7905ba171d44,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,2354.47,top_up,failed,01621828592,,Top Up at Anwar Digital Point,ivr,0.0,0.0,Anwar Digital Point
a9082e28-71de-4eed-81df-a0a74ce80813,2026-04-30 21:19:17,78c00905-89e3-40b0-96bd-63e41fb5c19a,d434c15c-027e-4cf1-b07a-4ec66fb3b22d,3269.84,payment,completed,01345002007,CP-502206,Payment at Jahangir Electronics,app,0.0,0.0,Jahangir Electronics
9eb70457-9ca0-43e4-81d0-02ad5def69b6,2026-05-01 01:03:46,37533a39-8179-4633-a229-e4cf4d5d6536,d434c15c-027e-4cf1-b07a-4ec66fb3b22d,3986.04,payment,failed,01836484437,CP-571413,Payment at Kamrul General Store,ivr,0.0,0.0,Kamrul General Store
adbcc9fc-e367-45ef-be39-5043d14a0eb2,2026-05-01 09:05:43,436d7d14-68b4-467d-80d1-d7e3123c3251,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,9959.9,payment,completed,01751411602,CP-621530,Payment at Rahim Store,ussd,0.0,0.0,Rahim Store
2a5404cc-c2b0-44ef-84fc-69bffd55cc5f,2026-05-02 06:35:18,cbc3854f-22d6-4ac7-8db1-e1cdc23ce653,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,5025.78,payment,completed,01328392710,CP-848255,Payment at Sultana Mobile Corner,agent_device,0.0,0.0,Sultana Mobile Corner
f0cba159-6b9e-44ff-9f11-916a808c6dc6,2026-05-02 07:17:38,b0937503-a0fb-45d9-90c7-d37991dfd5d8,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,846.67,top_up,completed,01799853245,,Top Up at Anwar Digital Point,ussd,0.0,0.0,Anwar Digital Point
97088ff1-0cb9-42e6-8164-61aaeeb5a94e,2026-05-03 01:27:48,50310462-d85f-4c8d-804b-9cef90968906,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,4122.42,bill_payment,completed,01631803703,,Bill Payment at Imran Communication,app,0.0,0.0,Imran Communication
06d2b7de-fb2a-466e-a5ec-51e5c77bf7d3,2026-05-04 05:04:03,442d576a-cdd0-420a-bbcf-436821730125,d434c15c-027e-4cf1-b07a-4ec66fb3b22d,1328.07,top_up,reversed,01998473848,,Top Up at Hasan Mobile Recharge,app,0.0,0.0,Hasan Mobile Recharge
4668f70d-81af-475c-beef-e36490a6b130,2026-05-04 08:35:42,b0937503-a0fb-45d9-90c7-d37991dfd5d8,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,368.43,top_up,completed,01638351344,,Top Up at Anwar Digital Point,app,0.0,0.0,Anwar Digital Point
43d3f89c-1795-4475-957a-fa2bdb8379d8,2026-05-05 00:49:53,4fcd236b-bfa1-46c6-bf6d-d13dc36a1a80,d434c15c-027e-4cf1-b07a-4ec66fb3b22d,9784.46,payment,reversed,01923489853,CP-565230,Payment at Alamgir Cash Center,app,0.0,0.0,Alamgir Cash Center
5fbbde1a-082a-47b2-87e0-f4d5d11243df,2026-05-05 06:08:41,7a2150ad-e77b-4fb1-a023-d2aedf44e5d3,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,4449.02,bill_payment,completed,01616249441,,Bill Payment at Shahin Mobile Shop,ussd,0.0,0.0,Shahin Mobile Shop
1a4b7350-be15-4fd6-8ee7-762f3f6d1d79,2026-05-05 06:43:56,cc96d895-bc84-48f7-9a25-f2151f9ddcd5,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,15229.39,cash_out,failed,01955307111,,Cash Out at Bashir Telecom,agent_device,228.44,0.0,Bashir Telecom
a2fe1493-b719-4d3e-bd50-13c44efbb92b,2026-05-05 16:00:58,8400174a-98e9-4d78-8c85-6f98a9561f06,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,19315.37,send_money,reversed,01736040410,CP-485709,Send Money at Jahangir Electronics,ivr,289.73,0.0,Jahangir Electronics
78a2a69a-79c2-44da-a5ea-9c39014bb0f7,2026-05-05 16:23:09,de7f638c-b11c-4e3e-8c46-3bff17bdd4bd,d434c15c-027e-4cf1-b07a-4ec66fb3b22d,2922.94,bill_payment,pending,01853038943,,Bill Payment at Tasnim Cyber Cafe,app,0.0,0.0,Tasnim Cyber Cafe
6a2970f9-1a42-4770-acc8-6caae3b07db4,2026-05-06 02:39:53,b19d437d-03c6-40d2-a70a-039a8f9f6e68,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,11512.53,cash_out,completed,01862138657,,Cash Out at Rina Gift House,ivr,172.69,0.0,Rina Gift House
67c22c61-e63f-46cd-8a22-d74b534c5b63,2026-05-07 00:02:04,cbc3854f-22d6-4ac7-8db1-e1cdc23ce653,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,5264.48,payment,pending,01558841557,CP-490963,Payment at Sultana Mobile Corner,agent_device,0.0,0.0,Sultana Mobile Corner
99c28c7a-b870-4b73-9149-fef1019c6148,2026-05-07 04:23:14,6c48bc88-c7ca-4d0e-91ef-de13d8885718,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,36915.91,cash_in,completed,01861940566,,Cash In at Nusrat Digital Center,ussd,0.0,184.58,Nusrat Digital Center
ae1bebe5-8346-4e77-93a2-2f09fd651c47,2026-05-07 10:52:55,65f09dc3-c7de-4c13-a574-918d70ca7081,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,8655.86,payment,reversed,01398269682,CP-668950,Payment at Rubina Electronics,ivr,0.0,0.0,Rubina Electronics
92e4f0c4-1751-4e3a-bf1d-f886c3c88dd7,2026-05-08 08:44:01,50310462-d85f-4c8d-804b-9cef90968906,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,2286.74,bill_payment,pending,01675927774,,Bill Payment at Imran Communication,app,0.0,0.0,Imran Communication
ef8449a4-3d2d-49c1-aa95-9e4636b46abf,2026-05-09 10:30:23,e195a484-4080-4865-b546-5691466ac7f4,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,16868.86,cash_in,failed,01797011385,,Cash In at Salam Mobile Corner,agent_device,0.0,84.34,Salam Mobile Corner
ba19684b-b800-4547-8d22-a2433e01f11d,2026-05-10 12:01:12,f67fbe40-68a7-4df1-979d-9d6fb04dab30,d434c15c-027e-4cf1-b07a-4ec66fb3b22d,3134.38,bill_payment,completed,01551663795,,Bill Payment at Parveen General Store,app,0.0,0.0,Parveen General Store
bbd4ea5c-51f0-40ca-9a48-73f8c7649a4f,2026-05-10 19:43:11,38ceace9-39ec-4933-bccc-7a54315617cc,d434c15c-027e-4cf1-b07a-4ec66fb3b22d,23091.92,cash_out,failed,01966420024,,Cash Out at Abdul Cash Point,agent_device,346.38,0.0,Abdul Cash Point
4dbcbf86-6c2e-4f16-80d6-90f11822e0e0,2026-05-10 21:54:23,bf7c9de4-b6c1-49c7-b28e-78e6cbeb5b27,d434c15c-027e-4cf1-b07a-4ec66fb3b22d,2475.09,bill_payment,completed,01991721371,,Bill Payment at Nusrat Digital Center,app,0.0,0.0,Nusrat Digital Center
54833b97-ba75-403b-a8c7-1a5220539259,2026-05-10 22:20:46,dc79f40b-1465-46fe-9859-ebeb0bd1f792,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,8144.98,payment,pending,01371045700,CP-192337,Payment at Shireen Mobile Shop,agent_device,0.0,0.0,Shireen Mobile Shop
ccee91f5-904e-4c78-bfb3-0fcfcd47f030,2026-05-11 02:59:34,ea1d2bf3-fa81-4ed5-8346-3ccf354bed74,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,2148.86,top_up,reversed,01553947691,,Top Up at Parveen General Store,agent_device,0.0,0.0,Parveen General Store
adb3b99f-a541-4461-ad80-931078f29a2f,2026-05-12 01:44:29,f8c80d07-4b43-4d21-a9d5-dbe89b0b0d38,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,32859.92,cash_in,reversed,01914252622,,Cash In at Rafiq Cash & Carry,ussd,0.0,164.3,Rafiq Cash & Carry
d0abaddf-0abc-4dc2-a139-7b18fe1b00ed,2026-05-12 05:54:43,093c9163-cf98-4187-b3f9-a6575c06a885,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,2654.13,bill_payment,completed,01646930534,,Bill Payment at Lipi Telecom,ussd,0.0,0.0,Lipi Telecom
52ec8df3-b6b5-4309-a33b-81de31a30401,2026-05-12 23:26:58,55bd9851-d6e2-407d-9a38-6d663889a2d3,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,3622.46,bill_payment,pending,01764953237,,Bill Payment at Habib Telecom,ussd,0.0,0.0,Habib Telecom
bc39b29e-e4cc-41e3-888d-cb7881303c55,2026-05-12 23:33:53,d85821c7-e5e1-4d6f-999f-e0bf00be99e7,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,20517.99,send_money,completed,01987396877,CP-758015,Circular send at Lipi Telecom,app,307.77,0.0,Lipi Telecom
fb32cc01-6b65-4b31-904b-64bd8d669c6d,2026-05-12 23:35:53,d85821c7-e5e1-4d6f-999f-e0bf00be99e7,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,39991.06,send_money,completed,01946072958,CP-868538,Circular send at Lipi Telecom,app,599.87,0.0,Lipi Telecom
4c3b98c1-a166-4a81-8b01-b0f14dfad9a6,2026-05-12 23:36:53,d85821c7-e5e1-4d6f-999f-e0bf00be99e7,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,14777.72,send_money,completed,01928416255,CP-835575,Circular send at Lipi Telecom,app,221.67,0.0,Lipi Telecom
07d7ac32-4499-4569-893e-a2911ba43fac,2026-05-13 01:16:45,836b7810-7f10-4d11-aa2b-429d0b40d3b4,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,2419.66,top_up,completed,01935649468,,Top Up at Shireen Mobile Shop,agent_device,0.0,0.0,Shireen Mobile Shop
e4eb963b-152a-4c9f-9e58-0f367f1eb10c,2026-05-13 07:02:25,d85821c7-e5e1-4d6f-999f-e0bf00be99e7,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,1348.96,bill_payment,completed,01973655158,,Bill Payment at Lipi Telecom,ussd,0.0,0.0,Lipi Telecom
2567861e-e353-48b8-a72b-27064068c4b6,2026-05-13 22:20:38,65f09dc3-c7de-4c13-a574-918d70ca7081,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,13739.85,cash_in,completed,01522993840,,Cash In at Rubina Electronics,ussd,0.0,68.7,Rubina Electronics
a4bbc035-87e2-461c-a0e1-3b3e2c47ac2d,2026-05-14 05:19:29,544165d5-3099-4aad-a789-de405e2a67c0,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,6746.48,cash_in,pending,01988566318,,Cash In at Parveen General Store,agent_device,0.0,33.73,Parveen General Store
49a2e321-ad57-4c66-b58f-ba93780e3741,2026-05-14 14:07:11,42297c6c-3b85-48b4-b79c-56485019817a,d434c15c-027e-4cf1-b07a-4ec66fb3b22d,3681.9,payment,pending,01589487366,CP-672133,Payment at Fatema Electronics,app,0.0,0.0,Fatema Electronics
596fdcdb-88c5-470d-a718-c579cd0c5332,2026-05-14 16:03:38,b0937503-a0fb-45d9-90c7-d37991dfd5d8,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,6423.45,cash_out,reversed,01859104566,,Cash Out at Anwar Digital Point,agent_device,96.35,0.0,Anwar Digital Point
2f30b1ea-8679-4b0b-b913-27ef6e98bb74,2026-05-14 17:32:13,804cbfd4-abdb-4dfa-bf0c-d3fe2ca63004,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,6816.26,send_money,completed,01666581473,CP-364525,Send Money at Karim Telecom,ussd,102.24,0.0,Karim Telecom
9eab3820-f289-4208-b1b1-d901a3b1b4ed,2026-05-15 06:51:22,8a002489-9940-4b95-89d9-991af2f6de6f,d434c15c-027e-4cf1-b07a-4ec66fb3b22d,25768.92,cash_in,completed,01878444607,,Cash In at Shahin Mobile Shop,app,0.0,128.84,Shahin Mobile Shop
af2e19e4-3e17-45d6-bc47-753b2f91afb2,2026-05-15 11:27:16,e0e3aa2d-7d23-46ee-b8f7-c1745733a24b,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,2762.17,bill_payment,completed,01577674279,,Bill Payment at Shahin Mobile Shop,ivr,0.0,0.0,Shahin Mobile Shop
0e328b1d-a51c-4959-9e9b-dcd1c616a7d0,2026-05-15 19:39:17,7b67f0dc-7c35-459d-bc5a-999d4ed392be,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,6515.87,payment,reversed,01681621574,CP-498468,Payment at Kamrul General Store,agent_device,0.0,0.0,Kamrul General Store
9d70e319-1a81-45d8-b101-6f2e2c012025,2026-05-16 17:33:28,8a002489-9940-4b95-89d9-991af2f6de6f,d434c15c-027e-4cf1-b07a-4ec66fb3b22d,13435.66,send_money,reversed,01554265498,CP-531641,Send Money at Shahin Mobile Shop,ivr,201.53,0.0,Shahin Mobile Shop
cc78cdb6-1b77-4d3b-9930-f845e13cf515,2026-05-17 07:25:48,00b2564e-af0f-449f-a4e8-2937c331d9fc,d434c15c-027e-4cf1-b07a-4ec66fb3b22d,3030.41,top_up,completed,01711656329,,Top Up at Anwar Digital Point,agent_device,0.0,0.0,Anwar Digital Point
31262af3-dac3-48a5-8703-47c78204c79f,2026-05-17 14:33:36,da80f36a-d9a2-48de-a59c-8b46283b2973,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,43357.01,cash_in,completed,01626706752,,Cash In at Alamgir Cash Center,agent_device,0.0,216.79,Alamgir Cash Center
2300b48a-58cf-4def-bbc2-06f21647e0e6,2026-05-17 20:46:57,836f81df-f2fb-4d4b-ad1e-a32d86e817ed,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,4686.74,payment,reversed,01973013937,CP-898625,Payment at Abdul Cash Point,agent_device,0.0,0.0,Abdul Cash Point
a3813ffe-cbed-4f78-8581-27e8234747c4,2026-05-17 23:39:49,cb2bff05-baa3-4513-8991-91b5f37d6f92,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,35546.92,cash_in,completed,01616109013,,Cash In at Karim Telecom,ussd,0.0,177.73,Karim Telecom
8b20ccee-c0dc-4c02-9360-f0efa8bc15da,2026-05-18 02:54:00,b95b3e55-45c1-4dcb-90b8-cdf1325fd1e4,d434c15c-027e-4cf1-b07a-4ec66fb3b22d,12994.6,send_money,failed,01542737441,CP-641058,Send Money at Bashir Telecom,app,194.92,0.0,Bashir Telecom
13fb30ff-bb7b-4147-8ab0-25b660ecbce7,2026-05-18 03:29:29,724dcdc9-67e5-4753-a73d-7d972b041640,6cbd13a6-e3ea-40d9-8fb5-374ec9d72325,19624.27,cash_in,completed,01847543473,,Cash In at Rubina Electronics,ussd,0.0,98.12,Rubina Electronics
26966521-9b17-4630-9e82-ad8c727d5d61,2026-05-18 10:15:00,b0937503-a0fb-45d9-90c7-d37991dfd5d8,adc9bbd6-1cb3-4ff8-b396-cc6b132740b9,2091.5,bill_payment,pending,01573900135,,Bill Payment at Anwar Digital Point,ivr,0.0,0.0,Anwar Digital Point
271dd02c-971c-4f89-81ff-b4d74b465cef,2026-05-18 11:06:34,6d8f14b3-2aec-4984-a033-f4d0677daa23,d434c15c-027e-4cf1-b07a-4ec66fb3b22d,1183.85,payment,failed,01780828710,CP-770153,Payment at Karim Telecom,agent_device,0.0,0.0,Karim Telecom
